               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.083928,            0.050193,                   0,             0.63688,             0.41711,             0.46439,              0.1713,            0.079332,            0.091654,                   0,             0.07002,           0.0033311,           0.0033311
